open_addr_hash_table,10000,2.006
open_addr_hash_table,20000,3.221
open_addr_hash_table,30000,3.756
open_addr_hash_table,40000,3.510
open_addr_hash_table,50000,3.444
open_addr_hash_table,60000,3.391
open_addr_hash_table,70000,3.484
open_addr_hash_table,80000,3.803
open_addr_hash_table,90000,3.775
open_addr_hash_table,100000,4.128
open_addr_hash_table,110000,4.455
open_addr_hash_table,120000,4.684
open_addr_hash_table,130000,4.977
open_addr_hash_table,140000,5.319
open_addr_hash_table,150000,6.460
open_addr_hash_table,160000,6.685
open_addr_hash_table,170000,7.074
open_addr_hash_table,180000,7.382
open_addr_hash_table,190000,7.561
open_addr_hash_table,200000,7.984
open_addr_hash_table,210000,8.237
open_addr_hash_table,220000,8.617
open_addr_hash_table,230000,9.455
open_addr_hash_table,240000,9.769
open_addr_hash_table,250000,10.130
open_addr_hash_table,260000,10.166
open_addr_hash_table,270000,10.585
open_addr_hash_table,280000,10.628
open_addr_hash_table,290000,11.432
open_addr_hash_table,300000,13.158
open_addr_hash_table,310000,13.530
open_addr_hash_table,320000,14.429
open_addr_hash_table,330000,15.013
open_addr_hash_table,340000,15.036
open_addr_hash_table,350000,15.045
open_addr_hash_table,360000,15.267
open_addr_hash_table,370000,15.432
open_addr_hash_table,380000,15.721
open_addr_hash_table,390000,16.216
open_addr_hash_table,400000,16.407
open_addr_hash_table,410000,16.788
open_addr_hash_table,420000,17.297
open_addr_hash_table,430000,17.428
open_addr_hash_table,440000,17.968
open_addr_hash_table,450000,18.428
open_addr_hash_table,460000,18.801
open_addr_hash_table,470000,19.270
open_addr_hash_table,480000,19.745
open_addr_hash_table,490000,20.060
open_addr_hash_table,500000,20.192
open_addr_hash_table,510000,20.524
open_addr_hash_table,520000,20.787
open_addr_hash_table,530000,21.382
open_addr_hash_table,540000,21.686
open_addr_hash_table,550000,22.536
open_addr_hash_table,560000,22.533
open_addr_hash_table,570000,22.884
open_addr_hash_table,580000,23.334
open_addr_hash_table,590000,26.957
open_addr_hash_table,600000,27.689
open_addr_hash_table,610000,28.088
open_addr_hash_table,620000,28.593
open_addr_hash_table,630000,29.557
open_addr_hash_table,640000,29.966
open_addr_hash_table,650000,29.756
open_addr_hash_table,660000,30.088
open_addr_hash_table,670000,30.885
open_addr_hash_table,680000,31.230
open_addr_hash_table,690000,32.161
open_addr_hash_table,700000,32.128
open_addr_hash_table,710000,32.328
open_addr_hash_table,720000,32.980
open_addr_hash_table,730000,34.155
open_addr_hash_table,740000,33.161
open_addr_hash_table,750000,34.096
open_addr_hash_table,760000,34.401
open_addr_hash_table,770000,34.613
open_addr_hash_table,780000,34.863
open_addr_hash_table,790000,35.016
open_addr_hash_table,800000,35.861
open_addr_hash_table,810000,38.036
open_addr_hash_table,820000,36.755
open_addr_hash_table,830000,36.884
open_addr_hash_table,840000,37.200
open_addr_hash_table,850000,37.592
open_addr_hash_table,860000,38.684
open_addr_hash_table,870000,39.899
open_addr_hash_table,880000,40.705
open_addr_hash_table,890000,40.145
open_addr_hash_table,900000,39.798
open_addr_hash_table,910000,40.320
open_addr_hash_table,920000,41.892
open_addr_hash_table,930000,41.814
open_addr_hash_table,940000,41.653
open_addr_hash_table,950000,41.923
open_addr_hash_table,960000,43.626
open_addr_hash_table,970000,42.286
open_addr_hash_table,980000,43.281
open_addr_hash_table,990000,43.335
open_addr_hash_table,1000000,45.944
